mwe_template	semantic_tags
*_PROPN Træblæserorkester_NOUN Orchestra_NOUN	Z3c
og_CCONJ Bank_NOUN	Z3
Egenavn_PROPN og_CCONJ Egenavn_PROPN Konstabel_NOUN	Z3c
Egenavn_PROPN og_CCONJ Selskab_NOUN	Z3c
Egenavn_PROPN område_NOUN	Z2
Egenavn_PROPN grænse_NOUN	Z2
Egenavn_PROPN kyst_NOUN	Z2
Egenavn_PROPN kystlinje_NOUN	Z2
Egenavn_PROPN middag_NOUN	F1/T1.3
Egenavn_PROPN sygdom_NOUN	B2-
Egenavn_PROPN et_* al_*	P1/Q1.2 Q1.2/S2mf
Egenavn_PROPN udgravning_NOUN	Y1
Egenavn_PROPN front_NOUN	Z2
Egenavn_PROPN i_ADP Egenavn_PROPN	Z2
Egenavn_PROPN frokost_NOUN	F1/T1.3
Egenavn_PROPN på_ADP Egenavn_PROPN	Z2
Egenavn_PROPN på_ADP Hav_NOUN	Z2
Egenavn_PROPN reg_NOUN	M3/T3
Egenavn_PROPN sted_NOUN	Z2
Egenavn_PROPN tilhænger_NOUN	Z3/S2mf
Egenavn_PROPN te_NOUN	F1/T1.3
*_PROPN terrier*_NOUN terrier_NOUN	L2mfn
*_PROPN the_DET *_ADJ	Z1mf Z3fnc T1.3
the_DET Dock_NOUN	Z2
*_PROPN time_NOUN	T1.3
*_PROPN upon_ADP *_PROPN	Z2
Art_NOUN College_NOUN	Z3c
*_PROPN {ADJ/INTJ} Bridge_NOUN	Z2
*_PROPN {ADJ/INTJ} Centre_NOUN	Z2c Z3c
*_PROPN {ADJ/INTJ} Green_NOUN	Z2
*_PROPN {ADJ/INTJ} Road_NOUN	Z2
*_PROPN {ADJ/INTJ} School_NOUN	Z3c
*_SYM Lapillus_NOUN	L2
*_SYM grade*_NOUN grade_NOUN	S7.1 A4.1
level_NOUN grade_NOUN	P1/A5.1
level_NOUN syllabus_NOUN	P1
*_SYM reg_NOUN	T3/M3
*_SYM registered_ADJ	M3
*_SYM registration_NOUN	M3/T3
*_VERB *_DET *_NOUN in_ADP	B2-
*_VERB *_DET bit_NOUN	X8+
få_VERB ordnet_VERB sit_DET hår_NOUN	B4
have_VERB travlt_ADJ	A1.1.1/N5+
have_VERB meget_ADJ	L1-
føle_VERB sig_PRON forbigået_ADJ	E4.1-
gøre_VERB sin_DET egen_ADJ ting_NOUN	S5-
gå_VERB sin_DET egen_ADJ vej_NOUN	S7.1+
give_VERB sin_DET mening_NOUN	Q2.1
gøre_VERB sit_DET bedste_ADJ	X8+
være_VERB fornuftig_ADJ	S1.2.6+
*_VERB *_DET {ADJ/INTJ} fokusere_VERB in_ADV	E4.1-
udtrykke_VERB sin_DET mening_NOUN	Q2.1
udføre_VERB det_PRON	A5.4+
behandle_VERB nogen_PRON uretfærdigt_ADJ	S1.2.3-
have_VERB en_DET positiv_ADJ effekt_NOUN	S8++
gøre_VERB en_DET indrømmelse_NOUN	S7.1+
have_VERB mange_ADJ positive_ADJ kvaliteter_NOUN	A5.1+
få_VERB en_DET snack_NOUN	F1
være_VERB intelligent_ADJ	X9.1+
nyde_VERB sig_PRON selv_PRON	E4.1+
være_VERB involveret_ADJ	S1.1.3+
en_DET joke_NOUN	E4.1+
en_DET ting_NOUN om_ADP	E2+ E6-
en_DET {ADJ/INTJ} bold_NOUN	E4.1+
en_DET {ADJ/INTJ} chip_NOUN på_ADP skulderen_NOUN	E3-
en_DET {ADJ/INTJ} prøve_NOUN	X8+ Q2.2
en_DET {ADJ/INTJ} læsning_NOUN	Q4.1
en_DET {ADJ/INTJ} løber_NOUN	M1
en_DET {ADJ/INTJ} skrue_NOUN løs_ADJ	S1.2.6- B2-/X1
et_DET {ADJ/INTJ} forsøg_NOUN på_ADP	X8+
en_DET {ADJ/INTJ} hval_NOUN af_ADP en_DET tid_NOUN	E4.1+
en_DET {ADJ} samtale_NOUN	Q2.1
en_DET {ADJ} sladder_NOUN	Q2.1
et_DET {ADJ} ord_NOUN	Q2.1
en_DET {ADV/ADJ/INTJ} chance_NOUN	A7+
en_DET {ADV/ADJ/INTJ} svær_ADJ tid_NOUN af_ADP det_PRON	A12-
en_DET {ADV/ADJ/INTJ} ventetid_NOUN	S7.1+
et_DET {ADV/ADJ/INTJ} skrig_NOUN	E4.1+
en_DET {ADV} god_ADJ periode_NOUN	L1+/T1.3+
lidt_PRON off_PRON	S1.2.4- B2-
om_ADP at_PART	T1.1.3
helt_ADV for_ADP	E2+
*_VERB tilbage_ADV	M6
ud_ADV over_ADP	X2.5-
nede_ADV ad_ADP vejen_NOUN	T3/N5.2+ T2++
har_VERB i_ADP tankerne_NOUN	X7+ X2.1
har_VERB tilbage_ADV	N5.2+
i_ADP tankerne_NOUN	X7+ X2.1
det_PRON af_ADV	S3.2/B1
*_VERB børn_NOUN	S4
som_ADP en_DET klippe_NOUN	S8+
ingen_DET chance_NOUN i_ADP helvede_NOUN	A7---
ingen_DET anelse_NOUN	X2.2-
*_VERB ingenting_PRON anything_PRON	A11.1-
*_VERB ligeglad_ADJ care_VERB a_DET tuppeny_ADJ cuss_NOUN	E6+
ingen_DET effekt_NOUN	X9.2-
ikke_PART alt_PRON	A11.1-
*_VERB ligeglad_ADJ give_VERB a_DET {ADJ/INTJ} stuff_NOUN	X5.2-
ingen_DET chance_NOUN i_ADP en_DET million_NUM	A7---
har_VERB ikke_PART hjertet_NOUN	S1.2.3-
har_VERB ikke_PART en_DET anelse_NOUN	X2.2- X9.1-
har_VERB ikke_PART sagt_VERB et_DET ord_NOUN om_ADP	Q3/X2.2-
kan_VERB ikke_PART udholde_VERB noget_PRON som_ADV helst_ADV	A7---
har_VERB ikke_PART den_DET fjerneste_ADJ idé_NOUN	X2.2-
kender_VERB ikke_PART nogen_PRON fra_ADP Adam_PROPN	X2.2-
kender_VERB ikke_PART nogen_PRON fra_ADP et_DET hul_NOUN i_ADP jorden_NOUN	X2.2-
ser_VERB ikke_PART ud_ADV til_ADP at_PART være_VERB tæt_ADJ på_ADP	A6.1-
betyder_VERB ikke_PART noget_PRON	A11.1-
er_VERB ikke_PART enig_ADJ med_ADP	E2- A6.1-
er_VERB ikke_PART interesseret_ADJ i_ADP	E2-
har_VERB intet_DET valg_NOUN	S6+
ikke_PART en_DET anelse_NOUN	X2.2-
ikke_PART meget_DET af_ADP en_DET	X9.1-
har_VERB ikke_PART en_DET chance_NOUN i_ADP helvede_NOUN	A7-
ikke_PART på_ADP	G2.2- A7- S1.2.4-
ikke_PART have_VERB noget_PRON imod_ADP	E6-
ikke_PART bryde_VERB sig_PRON om_ADP	E2-
ikke_PART have_VERB lyst_NOUN til_ADP	X5.2-
ikke_PART klar_ADJ	X2.5- A10-
ikke_PART særlig_ADJ	E2-
*_VERB afsted_ADV	B2-/I3.1- I3.1- M1
afsted_ADV til_ADP	M1
på_ADP en_DET sæbekasse_NOUN	G1.2
snakke_VERB om_ADP	Q2.1
ud_ADV for_ADP at_PART	X7+
ud_ADV med_ADP	K1
*_VERB overstået_ADJ	T2- M1 M6
*_VERB nogen_PRON	A11.1+
noget_PRON at_PART gå_VERB efter_ADP	A5.1+
noget_PRON at_PART gøre_VERB med_ADP	A2.2 S1.1.3+
*_VERB sagen_NOUN case_NOUN	A5.2+
*_VERB opvasken_NOUN dishes_NOUN	B4
*_VERB kanten_NOUN edge_NOUN	S7.1+
*_VERB sagen_NOUN matter_NOUN	A5.1- B2-
*_VERB gryderne_NOUN pots_NOUN	B4
*_VERB runderne_NOUN rounds_NOUN	N6+
livets_NOUN tid_NOUN	E4.1+
skille_VERB det_DET gode_ADJ fra_ADP det_DET dårlige_ADJ	A11.1+/A2.1
balancere_VERB regnskabet_NOUN	I2.1/I1.1
gøre_VERB det_DET beskidte_ADJ arbejde_NOUN	G2.2-
trække_VERB tæppet_NOUN væk_ADV under_ADP nogen_PRON	S7.1-
få_VERB det_DET sidste_ADJ ord_NOUN	S7.1+
finde_VERB tid_NOUN	G2.1
have_VERB to_NUM venstre_ADJ fødder_NOUN	X9.1-/K5.1
gøre_VERB sig_PRON klar_ADJ til_ADP	G2.1- S1.1.4
*_VERB genopfriske_VERB on_ADP	X9.1+
leve_VERB op_ADV til_ADP	A1.1.1 X9.1+
udveksle_VERB ord_NOUN med_ADP	Q2.2
gøre_VERB retfærdighed_NOUN til_ADP	A1.2+
være_VERB langt_ADV væk_ADV	N3.3+ X5.1-
blive_VERB udnyttet_VERB	S7.1-
have_VERB noget_PRON at_PART sige_VERB	S7.1+
gøre_VERB intet_PRON for_ADP	E2-
være_VERB parat_ADJ til_ADP	X5.2+
passe_VERB på_ADP	X7+
beskytte_VERB mod_ADP	E2-
have_VERB alt_PRON kørende_VERB for_ADP sig_PRON	S8+
forpligtet_ADJ til_PART	S6+
involveret_ADJ i_ADP	S1.1.3+
interesseret_ADJ i_ADP	E2+
meget_DET af_ADP en_DET	A6.1+
ingen_DET idé_NOUN	X2.2- X9.1-
ingen_DET interesse_NOUN for_ADP	E2-
ingen_DET information_NOUN om_ADP	A5.1--
meget_ADV let_ADJ	A12+
*_VERB {ADV} tilgængelig_ADJ hand_NOUN	N3.3-
ikke_ADV længere_ADV i_ADP stand_NOUN	T3+
klar_ADJ til_PART	X5.2+
*_VERB {ADV} op_ADV	T2- M6 A5.1-
holde_VERB trit_NOUN med_ADP	X2.2+
*_VERB {ADV} uden_ADP	A9-
klar_ADJ til_PART at_PART kæmpe_VERB	B3
have_VERB med_ADP at_PART gøre_VERB	S1.1.3-
et_DET spor_NOUN	X2.2+
forbundet_ADJ med_ADP	A2.2 S1.1.1
bevæge_VERB sig_PRON omkring_ADV	S1.1.1
være_VERB god_ADJ	S8+
komme_VERB ind_ADV	L1- B2- E3- A1.1.2 E6-
tage_VERB afsted_ADV til_ADP	A9+
gå_VERB ud_ADV	M2
bevæge_VERB sig_PRON over_ADV	S1.1.1
manipulere_VERB lille_ADJ finger_NOUN	S7.1+
øge_VERB op_ADV	O4.2+/A2.1
vide_VERB ordret_ADJ	A5.3+
gøre_VERB en_DET god_ADJ gerning_NOUN	S8+
gøre_VERB en_DET tjeneste_NOUN	S8+ Z4
fortsætte_VERB videre_ADV	A5.2-
gå_VERB ud_ADV af_ADP	A9-
gå_VERB ud_ADV	C1
være_VERB optaget_ADJ	A1.7+ N5.1+/A9+
have_VERB frækheden_NOUN	E5+
overveje_VERB for_ADP	X7+
være_VERB absorberet_ADJ i_ADP	X5.1+
opnået_VERB en_DET succesfuld_ADJ position_NOUN	X9.2+
*al_ADJ nerve*_NOUN nerve_NOUN	B1
*al_ADJ passage*_NOUN passage_NOUN	B1
*ial_ADJ måde_NOUN	Z2
*ing_NOUN association*_NOUN forening_NOUN	Df/S5+c
*ing_NOUN samfund_NOUN	Df/S5+
*ing_NOUN samfund_NOUN	Df/S5+c
*ing_NOUN job*_* job_NOUN	Df/I3.1
*ing_NOUN machine*_NOUN maskine_NOUN	Df/O2
*ing_NOUN programme*_NOUN program_NOUN	Df/X7+ Df/Q4.3c
*lbs_NOUN *_NUM pund_NOUN	N3.5
*ology_NOUN ward*_NOUN afdeling_NOUN	B3/H2c
*room_NOUN floor*_NOUN gulv_NOUN	H2
*room_NOUN møbler_NOUN	H5
sprog_NOUN kanal_NOUN	Q4.3/Q3
0800_NUM nummer_NOUN	Q1.3/I1.3-
en_DET halv_ADJ time_NOUN	T1.3
10_NUM kegle_NOUN bowling_NOUN	K5.2
11_NUM spillere_NOUN	K5.1
11_NUM plus_ADP	P1
11_NUM time_NOUN	T4+
12_NUM tommer_NOUN single_NOUN	K3
12_NUM strenget_ADJ Yamaha_PROPN	Z3
2001_NUM En_DET rumrejse_NOUN	Z3c
24_NUM timer_NOUN i_ADP døgnet_NOUN	T2++
2D_ADJ stykke_NOUN	O4.4/O2
2_NUM *_PROPN	T1.2
tvinge_VERB ned_ADP i_ADP halsen_NOUN	S7.1+
3D_ADJ stykke_NOUN	O4.4/O2
3D_ADJ D_SYM	O4.4
tre_NUM delt_ADJ sæt_NOUN	H5
halvtreds_NUM halvtreds_NUM	N5 A7
fem_NUM mands_NOUN fodbold_NOUN	K5.1
fem_NUM stjernet_ADJ	A5.1+
sjette_ADJ form_NOUN	P1/S2mf
7_NUM &_PUNCT C_PROPN	Z3c
9_NUM til_ADP 5_NUM	T1.3
En_DET Bye_PROPN Pass_NOUN	Z2
En_DET Omfartsvej_NOUN	Z2
En_DET Anden_NOUN	S2mf
A4_PROPN størrelse_NOUN	N3.6
AC_PROPN Milan_PROPN	Z3c
AC_PROPN DC_PROPN	Z3c
AIDS_PROPN klinik_NOUN	B3/H1
AIDS_PROPN lidende_NOUN	B2-/S2mf
AIDS_PROPN test_NOUN	B3
AIDS_PROPN offer_NOUN	B2-/S2mf
AO_PROPN niveau_NOUN	P1
ASCII_PROPN fil_NOUN	Y2
Som_SCONJ Fire_NUM Hundrede_NUM	Z3
A_PROPN &_CCONJ N_PROPN	Z3c
A_PROPN '_PUNCT Niveau_NOUN	P1
Et_DET Team_NOUN	Z3c
Et_DET Niveau_NOUN	P1
En_DET Vej_NOUN	M3
Omsorg_NOUN Care_NOUN	Z3c
Plus_ADP Plus_*	Z3c
A_PROPN til_ADP Z_PROPN	Z3
Bliv_VERB hos_ADP mig_PRON	Z3
Absolut_ADV fantastisk_ADJ	Z3c
Abu_PROPN Dhabi_PROPN	Z2
Oscar_NOUN Award_NOUN	A5.1+/K1
Akutmodtagelse_NOUN and_CCONJ Emergency_NOUN Department_NOUN	B3
Action_PROPN Aid_PROPN	Z3c
Apostlenes_PROPN Gerninger_PROPN	S9/Q1.2
Adams_PROPN æble_NOUN	B1
Yderligere_ADJ registrator_NOUN af_ADP ægteskaber_NOUN	G1.1/S2mf
Generaladjudant_NOUN General_NOUN	G3/S7.1+
Adrian_PROPN Mole_PROPN	Z3 Z1m
Advanced_ADJ Level_NOUN	P1
Adventssøndag_PROPN Sunday_PROPN	S9/T1.3
Julekalender_NOUN calendar_NOUN	T1/Q1.2
Aer_PROPN Lingus_PROPN	Z3c
Den_DET afrikanske_ADJ blok_NOUN	Z2c
Afrikansk_ADJ hoved_NOUN	O2
Det_DET Afro-Caribiske_ADJ Nationale_ADJ Kunstcenter_NOUN	Z3c
Afro_ADJ Caribisk_ADJ	Z2 Z2/S2mf
Age_PROPN Concern_PROPN	Z3c
Agenturet_NOUN for_ADP International_ADJ Udvikling_NOUN	G1.1/S8+
Agenda_NOUN 21_NUM	Z3c
Air_PROPN France_PROPN	Z3c
Luftkorps_NOUN Corps_NOUN	Z3c
Luftvåben_NOUN Force*_NOUN	G3/M5c
Air_PROPN India_PROPN	Z3c
Air_PROPN Training_PROPN Corps_PROPN	Z3c
Al_PROPN Qaeda_PROPN	G1.2/S5 S9/S5
Aladdins_PROPN hule_NOUN	Z3c Z2
Anonyme_ADJ Alkoholikere_NOUN	Z3c
Alice_PROPN bøjle_NOUN	B5
Alice_PROPN i_ADP Eventyrland_PROPN	Z3
All_PROPN Bran_NOUN	Z3
Allehelgensdag_NOUN Hallows_NOUN	Z3c
Allehelgensdag_NOUN Hallows_NOUN '_PART Day_NOUN	S9/T1.3
Allehelgensdag_NOUN Saints_NOUN '_PART Day_NOUN	S9/T1.3
Unbrakonøgle_NOUN key*_NOUN	O2
Allied_PROPN Lyons_PROPN	Z3c
Along_ADV Came_VERB a_DET Spider_NOUN	Z3
Alpha_PROPN Care_NOUN	Z3c
Alfa_PROPN Romeo_PROPN	Z3c
Alton_PROPN Towers_PROPN	Z2
Alzheimers_PROPN sygdom_NOUN	B2-
Amalgamation_NOUN Ball_NOUN	K1
Ambrosiansk_ADJ sang_NOUN	K2/S9
American_PROPN Express_NOUN	Z3c
American_PROPN Press_NOUN Institute_NOUN	Z3/Q4.2
Amerikansk_ADJ engelsk_NOUN	Q3
Amerikansk_ADJ indianer_NOUN	Z2/S2mf
Amerikansk_ADJ Samoa_PROPN	Z2
Amerikansk_ADJ spansk_ADJ	Q3
En_DET amerikansk_ADJ varulv_NOUN i_ADP London_PROPN	Z3
Amerikansk_ADJ fodbold_NOUN	K5.1
Amerikansk_ADJ stil_NOUN	Z2
Amersham_PROPN International_ADJ	Z3c
Amersham_PROPN og_CCONJ Wycombe_PROPN College_NOUN	Z3c
Amnesty_NOUN International_ADJ	Z3c
En_DET amerikansk_ADJ eventyr_NOUN	Z3c
En_DET inspektør_NOUN ringer_VERB	Z3
Andamanøboer_NOUN Islander*_NOUN	Z2/S2mf
Andersen_PROPN Konsulentvirksomhed_NOUN	Z3c
Andersons_PROPN land_NOUN	Z3c
Andrew_PROPN Charles_PROPN	Z3c Z1m
Anglia_PROPN Vinduer_NOUN	Z3c
Anglikansk_ADJ sang_NOUN	K2/S9
Lystfiskeri_NOUN Tider_NOUN	Z3c
Angelsaksisk_ADJ Saxon*_*	T1.1.1 Z2 Z2/S2mf
Anglo_ADJ Irsk_ADJ	Z2
Dyrenes_NOUN Befrielsesfront_NOUN	Z3c
Dyre_NOUN redning_NOUN	Z3c L2/S8+
Annie_PROPN få_VERB din_DET pistol_NOUN	Z3c
Anno_ADV Domini_ADV	T1.3
Antarktiske_ADJ Kreds_NOUN	M7
Antarktiske_ADJ Ocean_NOUN	M7
Antikke_ADJ Verdener_NOUN	Z3c
Antik_NOUN verden_NOUN	Z3c
Antikvitets_NOUN Roadshow_NOUN	Z3c
Appalachian_PROPN bjergene_NOUN	M7 Z2
Anvendt_ADJ fysik_NOUN	Y2/P1
godkendt_ADJ træningsorganisation_NOUN	P1/S5+c
Aprilsnar_NOUN Fool_NOUN 's_PART Day*_NOUN	T1.3/E4.1+
Aprilsnar_NOUN Fools_NOUN '_PART Day_NOUN	T1.3
April_PROPN i_ADP Paris_PROPN	Z3
arabiske_ADJ befolkning_NOUN	Z2/S5+c
arabiske_ADJ verden_NOUN	Z2
Arabica_PROPN bønner_NOUN	F1 A4.1
Arborio_PROPN ris_NOUN	F1
Polarcirklen_NOUN Circle_NOUN	Z2
Ark_PROPN Royal_PROPN	Z3fn
Hærens_PROPN lærlingekollegium_NOUN	G3/P1c
Hærens_PROPN juridiske_ADJ tjenester_NOUN	Z3
hærens_PROPN træningsregiment_NOUN	Z3c
hæren_NOUN og_CCONJ flåden_NOUN	Z3c
Arromanches_PROPN D-Dag_NOUN Museum_NOUN	Z3c
Arsenik_NOUN og_CCONJ Gamle_ADJ Kniplinger_NOUN	Z3
kunst_NOUN studerende_NOUN	C1/P1/S2mf
Art_NOUN Deco_NOUN	C1
Art_NOUN Nouveau_NOUN	C1
Kunst_NOUN udvalg_NOUN	C1/S5+
Ascension_PROPN Islander_NOUN	Z2/S2mf
Kristi_PROPN Himmelfartsdag_NOUN	T1.3/S9
Askeonsdag_PROPN Wednesday_PROPN	S9/T1.3
forsamlingssal_NOUN Hall*_NOUN	H2 H1
Associate_ADJ Teacher_NOUN Programme_NOUN	P1
Associated_ADJ British_ADJ Chambers_NOUN of_ADP Commerce_NOUN	Z3c
Association_NOUN of_ADP Chief_ADJ Police_NOUN Officers_NOUN	Z3c
Aston_PROPN Martin_PROPN	Z3c
Aston_PROPN New_ADJ Town_NOUN	Z2
Aston_PROPN Villa_NOUN	Z3c
Aston_PROPN Villa_NOUN Football_NOUN Club_NOUN	Z3c
Justitsminister_PROPN General_ADJ	S7.1+/S2mf
Au_PROPN Pair_PROPN Amerika_PROPN	Z3c
Audi_PROPN 100_NUM Coupe_PROPN	Z3fn
Austin_PROPN 7_NUM	Z3fn
Austin_PROPN A35_PROPN	Z3fn
Austin_PROPN A40_PROPN	Z3fn
Austin_PROPN Reed_PROPN	Z3c
Australian_ADJ Open_PROPN	Z3c
Australsk_ADJ fodbold_NOUN	K5.1
Østrigske_ADJ gardiner_NOUN	H5
Myndighed_NOUN for_ADP ægteskab_NOUN	S4/Q1.2
Myndighed_NOUN for_ADP ægteskab_NOUN uden_ADP licens_NOUN	S4/Q1.2
Auto_NOUN Bil_NOUN	Z3c
Aya_PROPN Napa_PROPN	Z2
B.Tech._NOUN national_ADJ	P1
B._NOUN Tec_NOUN	P1
BA_NOUN med_ADP udmærkelse_NOUN	P1
BB_NOUN gevær_NOUN	G3
BMW_PROPN 320_NUM	Z3
BMW_PROPN 730_NUM	Z3
BMX_NOUN cykel_NOUN	K6 M3
BMX_NOUN rally_NOUN	K5.1/M3
BTEC_NOUN National_ADJ	P1
BTec_PROPN Første_ADJ Diplom_NOUN	P1
B_NOUN &_CONJ B_NOUN	H4
B_PROPN Tec_PROPN Første_ADJ Diplom_NOUN	P1
Babe_PROPN Ruth_PROPN	Z1mf
Babson_PROPN College_NOUN	Z3c/P1
Baby_NOUN Det_DET er_VERB Virkelig_ADV Gratis_ADJ	Z3
Bachelor_NOUN of_ADP Arts_NOUN	P1mfn
Bachelor_NOUN of_ADP Education_NOUN	P1mfn
Baglinje_NOUN Line_NOUN	Z2
Bailey_PROPN bro_NOUN	H1
Balfour_PROPN Beatty_PROPN	Z3c
Forbyd_VERB Bomben_NOUN	G3-
Bang_PROPN og_CCONJ Olufsen_PROPN	Z3c
Bank_NOUN ferie_NOUN *_PROPN	T1.3/K1
Bank_NOUN of_ADP {ADJ/INTJ}_ADJ *_PROPN	Z3c
Bannisters_PROPN Mark_NOUN	Z2
Banqueting_NOUN House_NOUN	Z2
Baptist_ADJ kirke_NOUN	S9/H1 S9/A4.1
Basmati_PROPN ris_NOUN	F1
Baskerlandet_PROPN Country_NOUN	M7
Biscayabugten_PROPN of_ADP Biscay_PROPN	Z2 M7
Bayeux-tapetet_PROPN Tapestr*_NOUN	Z3
The_DET Beach_PROPN Boys_PROPN	Z3
Béarnaise_PROPN sauce_NOUN	F1
Beat_PROPN Hotel_NOUN	Z3c
Beaumaris_PROPN Castle_NOUN	Z2
Skønheden_NOUN og_CCONJ Udyret_NOUN	Z3
Bæver_NOUN Spejdere_NOUN	T3-/S2.2m
Beer_PROPN Alston_PROPN	Z2
Bel_PROPN Paese_PROPN	F1
Belling_PROPN Company_NOUN	Z3c
Ben_PROPN Nevis_PROPN	Z2
Ydelseskontor_NOUN Office*_NOUN	G1.1/H1
Velgørenhedsbutik_NOUN Shop*_NOUN	G1.1/H1
Bengalsk_ADJ tiger_NOUN	L2
Benson_PROPN &amp;_SYM Hedges_PROPN Cup_NOUN	Z3c
Benson_PROPN and_CCONJ Hedges_PROPN	Z3c
Berlin_PROPN muren_NOUN	Z3
Bermuda_PROPN trekanten_NOUN	Z3 M7
Bermuda_PROPN shorts_NOUN	B5
bedst_ADV bevaret_VERB hemmelighed_NOUN	Z3
Bibel_NOUN bæltet_NOUN	M7
bibel_NOUN skole_NOUN	S9/P1/H1
bibel_NOUN historie_NOUN	S9/Q2.1
bibel_NOUN studie_NOUN	S9/P1 S9/X2.4
bibel_NOUN banker_NOUN	S9/S2mf
Big_ADJ Apple_NOUN	Z3 M7
Big_ADJ Ben_PROPN	Z2
Big_ADJ Bird_NOUN	Z1m
Big_ADJ Mac_NOUN	F1
Store_ADJ Røg_NOUN	Z2
Store_ADJ Hvorfor_ADV	Z3c
BioMed_PROPN Central_PROPN	Z3/Q4.2/B3
Birmingham_PROPN Hippodrome_NOUN	Z2
Birmingham_PROPN Fire_NUM	Z3c
Fødsler_NOUN og_CCONJ Dødsfald_NOUN Registrering_NOUN Lov_NOUN	Z3
Biskop_NOUN Briggs_PROPN	Z2
Biskop_NOUN Stortford_PROPN	Z2
Schwarzwald_PROPN Forest_NOUN	Z2
Schwarzwaldkage_NOUN Forest_NOUN gateau*_NOUN	F1
Sort_ADJ Hest_NOUN	Z3c
Sort_ADJ Etiket_NOUN	Z3
Sort_ADJ Mandag_PROPN	I2.1/T1.2
Black_PROPN Sabbath_NOUN	Z3c
Black_PROPN &_CCONJ Decker_PROPN	Z3c
Black_ADJ Adder_NOUN	Z3c
Black_ADJ Country_NOUN	Z2
Den_DET Sorte_ADJ Død_NOUN	B2-/L1-
Black_ADJ English_NOUN	Q3
Black_ADJ Eyed_ADJ Susan_PROPN	Z1f
Black_ADJ Forest_NOUN Gateau_NOUN	F1
Black_ADJ Nationalism_NOUN	G1.2
Black_ADJ Panthers_NOUN	Z3/G1.2
Black_PROPN Contractors_NOUN Association_NOUN	Z3c
Blackpool_PROPN and_CCONJ The_DET Fylde_PROPN College_NOUN	Z3c
Blaenavon_PROPN Ironworks_NOUN	Z2
Blake's_PROPN 7_NUM	Z3c
Blind_ADJ Date_NOUN	Z3
Blind_ADJ Shop_NOUN	Z3c
Blod_NOUN transfusion_NOUN tjeneste_NOUN	B3c Z3c
Bloody_ADJ Mary_PROPN	F2
Blue_ADJ Band_NOUN	Z3c
Blue_ADJ Brand_NOUN	Z3
Blue_ADJ Mountains_NOUN	Z2
Blå_ADJ er_VERB en_DET farve_NOUN	Z3c
Blues_NOUN Brothers_NOUN	Z3
Bestyrelse_NOUN of_ADP Directors_NOUN	S7.1+/S5+c
Bådudstilling_NOUN Show_NOUN	M4/I2
Kropspositivisme_NOUN Positive_*	Z3
The_DET Body_NOUN Shop_NOUN	Z3c
Boerkrigene_NOUN War_NOUN	Z3
Bolognese_ADJ sauce_NOUN	F1
Bombay_PROPN and_NOUN	F1
Boney_PROPN M_PROPN	Z3
Bogen_NOUN om_ADP fælles_ADJ bøn_NOUN	S9/Q4.1 Z3
Mormons_PROPN Bog_NOUN	S9/Q4.1
Boolsk_ADJ algebra_NOUN	N2
Boolsk_ADJ logik_NOUN	N2
Boots_PROPN the_DET Chemist_NOUN	Z3c
Borough_NOUN of_ADP *_PROPN	Z2 Z3c
Bourne_PROPN End_NOUN	Z2
Bournemouth_PROPN Echo_PROPN	Z3c
Bow_PROPN Quarter_NOUN	Z2
Bowie_PROPN kniv_NOUN	O2
Bowie_PROPN knive_NOUN	O2
Boxing_NOUN Day_NOUN	T1.3
Boys_NOUN '_PART Brigade_NOUN	Z3c
Boys_NOUN Brigade_NOUN	Z3c
Brasilienød_NOUN nut*_NOUN	F1
alkometertest_NOUN test_NOUN	F2/X2.4
Sukkerens_NOUN Bro_NOUN	Z2
British_PROPN Airways_PROPN	Z3c
Britiske_ADJ øer_NOUN	Z2
British_PROPN Rail_PROPN	Z3c
British_ADJ Broadcasting_NOUN Company_NOUN	Z3c
British_ADJ Council_NOUN	Z3
Britisk_ADJ engelsk_NOUN	Z2/Q3
Britisk_ADJ Indiske_PROPN Ocean_PROPN Territorium_NOUN	Z2
Den_DET Britiske_ADJ Lægeforening_NOUN	Z3c
Det_DET Britiske_ADJ Museum_NOUN	Z3c
Det_DET Britiske_ADJ Nationalparti_NOUN	Z3c
British_PROPN Oxygen_PROPN Company_NOUN	Z3c
British_PROPN Plumbing_PROPN Employers_NOUN Council_NOUN	Z3c
British_PROPN Railways_NOUN	Z3c
British_PROPN Ropes_NOUN	Z3c
British_PROPN Shipbuilders_NOUN Corporation_NOUN	Z3c
British_PROPN Standards_NOUN	A6.2+/G1.1
British_PROPN Steel_NOUN	Z3c
British_PROPN Sub-Aqua_PROPN Club_NOUN	Z3c
British_PROPN Summer_NOUN Time_NOUN	T1.3
British_PROPN Telecom_PROPN	Z3c
De_DET Britiske_ADJ Jomfruøer_NOUN	Z2
British_PROPN racing_NOUN green_ADJ	O4.3
British_PROPN racing_NOUN green_NOUN	O4.3
Briton_PROPN Ferry_NOUN	Z2
Brittany_PROPN Ferries_NOUN	Z3
The_DET Brittas_PROPN Empire_NOUN	Z3c
Broad_PROPN Haven_PROPN	Z2
Brodowyr_PROPN Begravelseskammer_NOUN	Z2
Bronllys_PROPN Slot_NOUN	Z2
Brook_PROPN Place_NOUN	Z2
Brown_ADJ Owl_NOUN	K1/S2.1f
Brownie_NOUN leder_NOUN	K1/S2.1f
Brownie_NOUN gruppe_NOUN	K1/S5+c
Rosenkål_NOUN sprout*_NOUN	F1
